,text,labels
10370,"To the south , a bomber on a bicycle blew himself up in a crowded market in Hilla , killing at least one other person and wounding dozens of others .",O O O O O O O O O O O O O O O O O B-geo O O O O O O O O O O O O O
10371,"Endeavor is docked for the International Space Station , where it will remain until next Wednesday when unhitches for the return to earth .",B-art O O O O B-art I-art I-art O O O O O O O B-tim O O O O O O B-geo O
10372,AOL publicist Kurt Patat gave no date for the auction .,B-org O B-per I-per O O O O O O O
10373,"Muslims celebrate the month with family visits , invitations to iftars and shared meals that break the fast .",O O O O O O O O O O O O O O O O O O O
10374,The accused have been turned over to immigration department officials pending their court appearance .,O O O O O O O O O O O O O O O
10375,"A Shi'ite official said Friday the proposal addresses the two main Sunni Arab objections : federalism , and efforts to exclude former members of Saddam Hussein 's Ba'ath Party from public life .",O O O O B-tim O O O O O O O O O O O O O O O O O O O B-org I-org O B-org I-org O O O O
10376,The group 's finance ministers decided to cancel more than $ 40 billion in debt owed by 18 mostly African nations at a meeting in London earlier this month .,O O O O O O O O O O O O O O O O O O O B-gpe O O O O O B-geo O O O O
10377,He said wildlife officers shot the whales to prevent them from suffering a long and painful death .,O O O O O O O O O O O O O O O O O O
10378,Israel has neither acknowledged nor denied having a nuclear arsenal .,B-geo O O O O O O O O O O
10379,"Prosecutors at the Yugoslav war crimes tribunal in the Hague have charged Gotovina and two other Croatian officers , Ivan Cermak and Mladen Markac , with the crimes .",O O O B-gpe O O O O O B-geo O O B-org O O O B-gpe O O B-per I-per O B-per I-per O O O O O
10380,Former world number one women 's tennis player Martina Hingis of Switzerland has reached the semifinals of the Australian women 's hard court tournament in Gold Coast .,O O O O O O O O B-per I-per O B-geo O O O O O O B-gpe O O O O O O B-geo I-geo O
10381,The incidents occurred hours after Palestinian President Mahmoud Abbas said Palestinian militant groups have agreed to suspend attacks on Israel .,O O O O O B-gpe B-per I-per I-per O B-gpe O O O O O O O O B-geo O
10382,"At least 16 people were killed and an unknown number are still trapped in a residential building that collapsed in Lagos , Nigerla late Tuesday .",O O O O O O O O O O O O O O O O O O O O B-geo O B-geo O B-tim O
10383,VOA 's Mil Arcega reports .,B-org I-org B-per I-per O O
10384,"Unrest also has stopped food delivery in the port city of Sittwe , disrupting the World Food Program 's operations in north Rakhine State .",O O O O O O O O O O O B-geo O O O B-org I-org I-org O O O O B-geo I-geo O
10385,Lithuania gained membership in the World Trade Organization and joined the EU in May 2004 .,B-geo O O O O O O O O O O B-org O B-tim I-tim O
10386,The United Nations nuclear watchdog agency is preparing to decide on a resolution Saturday calling for Iran to be reported to the United Nations Security Council over its suspect nuclear program .,O B-org I-org O O O O O O O O O O B-tim O O B-geo O O O O O B-org I-org I-org I-org O O O O O O
10387,The 12 cartoons first appeared in a Danish newspaper in September and have been reprinted in other European newspapers .,O O O O O O O B-gpe O O B-tim O O O O O O O O O
10388,"Indonesia has been sharply criticized for being slow to act in its fight to control bird flu , which has spread easily in a nation where many people keep chickens and other birds in their backyards and homes .",B-geo O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
10389,"Turkish leaders , concerned that new political power for Iraqi Kurds could lead to their control of the oil-rich province of Kirkuk , have received reassurance from a visiting U.S. official that Kirkuk is a matter for all Iraqis to decide .",B-gpe O O O O O O O O B-gpe O O O O O O O O O O O B-geo O O O O O O O B-geo O O B-org O O O O O B-gpe O O O
10390,Mr. Yoh notes that his vision materialized with the comprehensive peace agreement signed last January between the former SPLA rebels and the government in Khartoum .,B-per I-per O O O O O O O O O O O O B-tim I-tim O O B-org O O O O O B-geo O
10391,"King 's widow , Coretta Scott King , who is recovering from a stroke , relinquished control of the center years ago .",B-per O O O B-per I-per I-per O O O O O O O O O O O O O O O O
10392,"U.S. and Iraqi forces have been operating in the Euphrates River valley to stem the flow of insurgents and supplies from across the border , ahead of next month 's parliamentary elections .",B-geo O B-gpe O O O O O O B-geo I-geo O O O O O O O O O O O O O O O O O O O O O O
10393,No Afghan or coalition troops were hurt in the battle .,O B-gpe O O O O O O O O O
10394,"Tornadoes ripped through the southern U.S. Saturday , killing at least 10 people , including three children .",B-tim O O O O B-geo B-tim O O O O O O O O O O O
10395,"Seventh seed Nieminen broke a six-year title drought when he beat fifth seed Mario Ancic of Croatia in straight sets ( 06-Feb , 06-Feb ) at the Heineken Open in Auckland , New Zealand .",O O B-per O O B-tim O O O O O O O B-per I-per O B-geo O O O O O O O O O O B-eve I-eve O B-geo O B-geo I-geo O
10396,"France , Germany and Britain have circulated a draft Security Council sanctions resolution .",B-geo O B-geo O B-geo O O O O B-org I-org O O O
10397,Betancourt met with Mr. Chavez Monday at the presidential palace in Caracas .,B-per O O B-per I-per B-tim O O O O O B-geo O
10398,"The Senate has included $ 592 million for the embassy , but the House has not .",O B-org O O O O O O O O O O O B-org O O O
10399,It also warns against working in places where Arabs are employed .,O O O O O O O O B-gpe O O O
10400,"However , Hotspurs manager Harry Redknapp is still hopeful the loan agreement can be worked out .",O O O O B-per I-per O O O O O O O O O O O
10401,"In Saturday 's elections , voters will cast ballots in nine provinces where no candidate won a majority in the previous round of voting .",O B-tim O O O O O O O O O O O O O O O O O O O O O O O
10402,"The report , issued Tuesday , says Israel is pumping more than its share of water from an aquifer it controls in the West Bank .",O O O O B-tim O O B-geo O O O O O O O O O O O O O O O B-org I-org O
10403,World oil prices declined slightly Wednesday after the Bush administration said it will release crude oil from a national reserve to ease disruptions caused by Hurricane Katrina .,O O O O O B-tim O B-tim B-geo O O O O O O O O O O O O O O O O O O O
10404,They described the migrants as extraordinarily violent in their Thursday attempt to scale the razor-wire fence surrounding Melilla .,O O O O O O O O O B-tim O O O O O O O B-geo O
10405,Taleban militants have freed one German and four Afghans held hostage in Afghanistan since July in exchange for the release of several Taleban prisoners .,B-org O O O O B-gpe O O B-gpe O O O B-geo B-tim I-tim O O O O O O O B-org O O
10406,The accord split the former Yugoslav republic into a Serb Republic and a Muslim-Croat Federation - each with its own government and army .,O O O O O B-gpe O O O B-gpe B-geo O O B-org I-org O O O O O O O O O
10407,Former U.S. President Bill Clinton used a speech in Taiwan to stress the need for nations to depend more on one another .,O B-org B-per I-per I-per O O O O B-geo O O O O O O O O O O O O O
10408,Several called for high-ranking officials to resign .,O O O O O O O O
10409,"In return , India is to separate its civilian and military nuclear programs and allow international inspection of its civilian facilities .",O O O B-geo O O O O O O O O O O O O O O O O O O
10410,Another Palestinian was killed during fighting between Israel and militants in the camp .,O B-gpe O O O O O B-geo O O O O O O
10411,"Mr. Nazarbayev , who has been the country 's leader since 1989 , rejected the referendum plan earlier this month , saying he planned to contest the 2012 election .",B-per B-org O O O O O O O O O B-tim O O O O O O O O O O O O O O O B-tim I-tim O
10412,Experts looked over the banks ' assets and tried to figure out if they would need financial help if unemployment rose even higher or other economic conditions deteriorated .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
10413,Mr. Downer says the government has reason to believe Mr. Stewart is one of a number of Australians who have turned to al-Qaida .,B-per I-per O O O O O O O B-per I-per O O O O O O B-gpe O O O O B-org O
10414,"Later in the day , Mr. Obasanjo will meet with U.S. Secretary of State Colin Powell .",B-tim I-tim O B-tim O B-per I-per O O O B-geo O O B-org I-org I-org O
10415,"The United Nations says foreign companies , many from Europe , began dumping toxic waste on Somalia 's shore in the 1980s , but the practice accelerated after the 1991 overthrow of dictator Mohamed Siad Barre .",O B-org I-org O O O O O O B-geo O O O O O O B-geo O O O O B-tim O O O O O O O B-tim O O O B-per I-per I-per O
10416,"All that happened was that the boy told his shrink that his Father had a lot of problems , including a fixation that a cow could orbit the moon .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
10417,"Shortly after the crash , the Taleban said it shot down the aircraft .",O O O O O O B-org O O O O O O O
10418,German veterinary officials Tuesday confirmed 22 new cases of flu in birds on the island of Ruegen bringing the total in the country to 103 .,B-gpe O O B-tim O O O O O O O O O O O O B-geo O O O O O O O O O
10419,Eidsvig said details of the abuse had not been released earlier at the request of the victim .,B-per O O O O O O O O O O O O O O O O O
10420,"The plane went down in water some 7,000 meters-deep above a mountainous ocean floor .",O O O O O O O O O O O O O O O
10421,"The foreign relations committee of Pakistan 's upper house of parliament has condemned what it called the Israeli "" aggression "" on Lebanon and urged the international community to pressure the Jewish state to halt the strikes .",O O O O O B-geo O O O O O O O O O O O B-gpe O O O O B-geo O O O O O O O O O O O O O O O
10422,"Bird flu has killed more than 70 people in Asia since 2003 , and at least two people in Turkey .",O O O O O O O O O B-geo B-tim I-tim O O O O O O O B-geo O
10423,"North Korea says it has sent its top diplomat to Russia , amid a flurry of attempts to ease tensions on the Korean peninsula .",B-geo I-geo O O O O O O O O B-geo O O O O O O O O O O O B-gpe O O
10424,"The top U.S. weapons inspector for Iraq says the search for weapons of mass destruction has "" gone as far as feasible "" and has found nothing .",O O B-geo O O O B-geo O O O O O O O O O O O O O O O O O O O O O
10425,Venezuelan officials say investigators are trying to determine if the charred body found inside the vehicle is Mr. Anderson .,B-gpe O O O O O O O O O O O O O O O O B-per I-per O
10426,"Another candidate , Mariam Farhat , is the mother of three militant sons killed over the past three years by Israeli forces .",O O O B-per I-per O O O O O O O O O O O B-tim I-tim O O B-gpe O O
10427,Venezuelan President Hugo Chavez has replaced his vice president and plans to make at least 12 more Cabinet changes .,B-gpe O B-per I-per O O O B-per O O O O O O O O O O O O
10428,"Hoshyar Zebari says he brought up the Americans during a meeting this week with Iran 's Ambassador Hassan Kazemi Qomi , but he does not give further details about the conversation .",B-per I-per O O O O O B-gpe O O O O O O B-geo O O B-per I-per I-per O O O O O O O O O O O O
10429,But there was no immediate announcement of an agreement after the talks ended early Tuesday .,O O O O O O O O O O O O O O B-tim O
10430,Major-General Hussein Ali Kamal of the Interior Ministry told the Associated Press that officials are investigating reports that the men were detained by government forces .,O B-per I-per I-per O O B-org I-org O O B-org I-org O O O O O O O O O O O O O O
10431,"Without looking down , lawyer number two whispers , "" What is this ? """,O O O O O O O O O O O O O O O
10432,"Meanwhile , the U.S. military says an American soldier was killed Thursday when a troop convoy was hit by a roadside bomb in the northern city of Mosul .",O O O B-geo O O O B-gpe O O O B-tim O O O O O O O O O O O O O O O B-geo O
10433,Chechnya has been rocked by about a decade of fighting between separatist forces and Russian federal government troops .,B-geo O O O O O O O O O O O O O B-gpe O O O O
10434,"Five years of fighting in Darfur between rebels , the Sudanese government and government-backed militias has killed an estimated 2,00,000 people and displaced some 2.5 million others .",B-tim O O O O B-geo O O O O B-gpe O O O O O O O O O O O O O O O O O
10435,"The U.S. space agency NASA said Tuesday that the farthest galaxies in the snapshot are seen as they appeared more than 13 billion years ago , or roughly 650 million years after the Big Bang - the massive explosion that many scientists believe formed our universe .",O B-geo O O B-org O B-tim O O O O O O O O O O O O O O B-tim I-tim O O O O O O O O O O B-org I-org I-org O O O O O O O O O O O
10436,He said authorities did not see the men as direct threats to the British public .,O O O O O O O O O O O O O B-gpe O O
10437,"The cartoon , which poked fun at ethnic Azeris , sparked riots in the northwestern city of Tabriz , the capital of Eastern Azerbaijan province .",O O O O O O O O B-gpe O O O O O O O O B-geo O O O O B-org B-gpe O O
10438,"While he was in the act of throwing himself over , his owner seized him by the tail , endeavoring to pull him back .",O O O O O O O O O O O O O O O O O O O O O O O O O
10439,"However , Ivorian President Laurent Gbagbo is not expected to attend .",O O B-gpe B-per I-per I-per O O O O O O
10440,"Speaking Sunday in Diyarbakir , Mr. Erdogan told a political conference his government wants to eradicate imbalances between the impoverished region and the rest of Turkey .",O B-tim O B-geo O B-per I-per O O O O O O O O O O O O O O O O O O B-geo O
10441,"The United States , the European Union and Turkey classify the PKK as a terrorist group .",O B-geo I-geo O O B-org I-org I-org I-org O O B-org O O O O O
10442,Residents of a Kurdish area in northeastern Iraq are alleging that Iran has fired artillery shells across the border into two villages in Iraq .,O O O O O O O B-geo O O O B-geo O O O O O O O O O O O B-geo O
10443,"The alliance says the commander , Mullah Akhtar , was responsible for brining foreign fighters from Iran into Afghanistan .",O O O O O O B-per I-per O O O O O O O O B-geo O B-geo O
10444,Official results have yet to be announced .,O O O O O O O O
10445,"The ruling party of Egyptian President Hosni Mubarak looks set to retain its two-thirds majority in the 454-seat parliament , following Thursday 's final round of legislative voting .",O O O O B-gpe B-per I-per I-per O O O O O O O O O O O O O B-tim O O O O O O O
10446,The same report says the median sales price for a home fell eight percent from the same period last year .,O O O O O O O O O O O O O O O O O B-tim O O O
10447,"Before World War II about 40,000 Jews lived in Lublin .",O O O B-eve O O O O O B-geo O
10448,Energy Minister Viktor Khristenko blamed the power outage on a fire and explosion at an energy substation .,O O B-per I-per O O O O O O O O O O O O O O
10449,"Mr. Bush said at the White House that Zarqawi will never murder again , and that his death is a severe blow to al-Qaida .",B-per I-per O O O B-org I-org O B-geo O O O O O O O O O O O O O O B-org O
10450,"Residents of Napa and Sonoma are still recovering from Saturday 's storms , which dumped about 17 centimeters of rains in some places , swelling rivers , causing mudslides and flooding downtown areas .",O O B-org I-org I-org O O O O B-tim O O O O O O O O O O O O O O O O O O O O O O O O
10451,The Iranian news agency quotes Mr. Ahmadinejad as saying common threats require more bilateral cooperation to protect the Middle East from foreign aggression .,O B-gpe O O O B-per I-per O O O O O O O O O O O B-geo I-geo O O O O
10452,News reports say the truck collided with another vehicle in the mining state of Coahuila .,O O O O O O O O O O O O O O B-geo O
10453,But Spanish officials say their troops were not responsible because they did not use live ammunition .,O B-gpe O O O O O O O O O O O O O O O
10454,"Pakistan 's Foreign Ministry said the men discussed bilateral relations , counter-terrorism and regional issues .",B-geo O B-org I-org O O O O O O O O O O O O
10455,Officials Thursday confirmed that Tsotne Gamsakhurdia is in custody after being arrested late Wednesday at the Tbilisi airport .,O B-tim O O B-org I-org O O O O O O O B-tim O O B-geo I-geo O
10456,"The Israeli army says troops raided the West Bank town of Jenin Monday , arresting eight militants suspected of involvement in making crude rockets and mortars .",O B-gpe O O O O O B-geo I-geo O O B-geo B-tim O O O O O O O O O O O O O O
10457,They have also quoted parts of the Universal Declaration of Human Rights that Cuba signed .,O O O O O O O B-org I-org I-org I-org I-org O B-geo O O
10458,"Since taking office , Mr. Castro has instituted a series of reforms , among them authorizing Cubans to buy mobile phones and computers .",O O O O B-per I-per O O O O O O O O O O B-gpe O O O O O O O
10459,The announcement comes after Georgia 's Foreign Minister Gela Bezhuashvili held talks in Moscow Wednesday with Russian Foreign Minister Sergei Lavrov - the first high-level meeting between the countries since tensions increased over alleged spying .,O O O O B-geo O O O B-per I-per O O O B-tim I-tim O B-gpe B-per I-per I-per I-per O O O O O O O O O O O O O O O
10460,The Communists under Vladimir LENIN seized power soon after and formed the USSR .,O O O B-per I-per O O O O O O O B-org O
10461,"Sales of new homes in the United States declined 1.6 percent in May , evidence that the slump in the housing market is continuing for a second year .",O O O O O O B-geo I-geo O O O O B-tim O O O O O O O O O O O O O B-tim O O
10462,The United Nations estimates close to three million people died from AIDS in 2006 .,O B-org I-org O O O O O O O O B-org O B-tim O
10463,The cardinal then makes preparations for the Papal funeral rites and the traditional nine days of mourning .,O O O O O O O B-org O O O O O B-tim O B-tim I-tim O
10464,"In addition to being fired from their jobs , some of the teachers have faced criminal proceedings in courts .",O O O O O O O O O O O O O O O O O O O O
10465,"At least two bomb blasts hit a security convoy in the Swat area , in the second deadly incident in 24 hours in the same Taleban stronghold .",O O O O O O O O O O O B-geo O O O O O O O O B-tim O O O O B-org O O
10466,"On Monday , U.S. Marine officials said coalition forces were now able to move throughout Fallujah after a week of heavy battles to oust entrenched militants , but were still finding pockets of resistance .",O B-tim O B-geo I-geo O O O O O O O O O O B-geo O O O O O O O O O O O O O O O O O O O
10467,The World Bank and World Health Organization are hoping to raise $ 1.5 billion from rich countries to help poorer nations fight bird flu and prevent a global pandemic .,O B-org I-org I-org I-org I-org I-org O O O O O O O O O O O O O O O O O O O O O O O
10468,"Islamic Jihad blamed Israel for the attack on the militant leader Mahmoud Majzoub , but Israeli officials denied any knowledge of the bombing .",B-per I-per O B-geo O O O O O O O B-per I-per O O B-gpe O O O O O O O O
10469,"Meanwhile , the Nepalese army said Maoist rebels kidnapped and killed three unarmed soldiers in the eastern Ramechhap district Saturday .",O O O B-gpe O O O O O O O O O O O O O O O B-tim O
10470,National League for Democracy party officials invited diplomats and journalists to Friday 's commemoration in Rangoon .,B-org I-org I-org I-org O O O O O O O B-tim O O O B-geo O
10471,"A spokeswoman in Geneva says there is no evidence of human-to-human transmission , but said the development foreshadows a global pandemic .",O O O B-geo O O O O O O O O O O O O O O O O O O
10472,"Prices have fallen steadily since the beginning of the year , as mild weather in the western hemisphere has lightened demand .",O O O O O O O O O O O O O O O O O O O O O O
10473,"In talking about the replacement of Justice Minister Jesse Chacon , Chavez alluded to a recent rise in crime and prison violence in Venezuela .",O O O O O O B-org O B-per I-per O B-per O O O O O O O O O O O B-geo O
10474,Heather Mills vows she 's ready to hit the dance floor on U.S. television .,B-per I-per O O O O O O O O O O B-geo O O
10475,Pakistani Prime Minister Yousuf Raza Gilani ordered medical treatment for the injured and an investigation into the incident .,B-gpe B-per O B-per I-per I-per O O O O O O O O O O O O O
10476,But factions loyal to Ms. Tymoshenko boycotted the vote .,O O O O B-per B-geo O O O O
10477,Authorities say the employees of Bank Hapoalim helped customers transfer hundreds of millions of dollars without filing the reports required by Israeli law .,O O O O O B-org I-org O O O O O O O O O O O O O O B-gpe O O
10478,"Mr. Kim , who turns 63 next month , inherited power from his father Kim Il-Sung in 1994 , establishing what has been called the world 's first Communist dynasty .",B-per I-per O O O B-tim O O O O O O O O B-geo I-geo O B-tim O O O O O O O O O O O O O
10479,Sri Lanka 's government says at least 69 members of its security forces have been killed by rebels since early December .,B-per B-gpe O O O O O O O O O O O O O O O O O O B-tim O
10480,Iraqi security officials say a car bomb blast in a Shi'ite neighborhood in eastern Baghdad killed at least 10 people and wounded 25 others .,B-gpe O O O O O O O O O O O O B-geo I-geo O O O O O O O O O O
10481,"On Saturday , Italy 's candidate for the European Union 's top executive body , Rocco Buttiglione - a conservative Catholic - stepped down from consideration following controversial remarks that included his description of homosexuality as a sin .",O B-tim O B-geo O O O O B-org I-org O O O O O B-per I-per I-per O O O O O O O O O O O O O O O O O O O O O
10482,In early Asian trading Friday crude oil was at $ 77.95 a barrel .,O O B-tim O B-tim O O O O O O O O O
10483,"Violence has largely subsided in recent years , but the group al-Qaida Organization in the Islamic Maghreb continues to fight .",O O O O O O O O O O O B-org I-org O O B-geo I-geo O O O O
10484,"The Central Intelligence Agency , CIA , says Iraq has become a magnet for international terrorist activity and provides an ideal training ground for terrorists to enhance their skills .",O B-org I-org I-org O B-org O O B-geo O O O O O O O O O O O O O O O O O O O O O
10485,Russia also says it will lend Venezuela $ 1 billion to buy military hardware .,B-geo O O O O O B-geo O O O O O O O O
10486,Tribal militants also blew up a gas pipeline and fired more than 200 rockets at the main paramilitary base in the region .,O O O O O O O O O O O O O O O O O O O O O O O
10487,U.S. and European governments fear that Iran is trying to build a nuclear bomb .,B-gpe O O O O O B-geo O O O O O O O O
10488,"According to the results , the dominant Shi'ite coalition , the United Iraqi Alliance , won 128 seats in the 275-member parliament .",O O O O O O O O O O O B-org B-gpe O O O O O O O O O O
10489,The seven Marines and a Navy corpsman are suspected of killing an Iraqi man without provocation in the village of Hamdania in April .,O O B-org O O B-org O O O O O O B-gpe O O O O O O O B-geo O B-tim O
10490,"Alex also delayed the hookup of a third containment vessel that is set to double the amount of oil being collected to up to 53,000 barrels a day .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
10491,U.S. Secretary of State Hillary Clinton has said Washington believes there is no evidence to support any charge against the hikers .,B-geo O O B-org B-per I-per O O B-geo O O O O O O O O O O O O O
10492,He said he was heartened at statistics showing an increase in new jobs created lasted month .,O O O O O O O O O O O O O O O O O
10493,"The prince held the post for a year-and-a-half , succeeding Prince Bandar bin Sultan , who left for personal reasons after 22 years on the job .",O O O O O O O B-tim O O B-org I-org B-per B-org O O O O O O O B-tim O O O O O
10494,"Security sources say the men were first spotted chanting slogans and hanging banners in support of al-Qaida in Iraq chief Abu Musab al-Zarqawi , shortly after U.S. forces killed him in June .",O O O O O O O O O O O O O O O O B-org O B-geo O B-per I-per I-per O O O B-geo O O O O B-tim O
10495,"World oil prices hit a new record in Wednesday 's trading , hitting $ 99.29 a barrel before easing downward .",O O O O O O O O B-tim O O O O O O O O O O O O
10496,It also operated mobile clinics to treat refugees in remote villages .,O O O O O O O O O O O O
10497,"In October , an editorial in Iran 's Kayhan International newspaper alleged that British agents were involved in the bombings .",O B-tim O O O O B-geo O B-geo I-geo O O O B-gpe O O O O O O O
10498,"A DOE blind in one eye was accustomed to graze as near to the edge of the cliff as she possibly could , in the hope of securing her greater safety .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
10499,The German firm works as a sub-contractor for Shell .,O B-gpe O O O O O O B-org O
10500,U.S. trade officials said the Philippines and Thailand would be the main beneficiaries of the president 's action .,B-geo O O O O B-geo O B-geo O O O O O O O O O O O
10501,"The Holy See is supported financially by a variety of sources , including investments , real estate income , and donations from Catholic individuals , dioceses , and institutions ; these help fund the Roman Curia ( Vatican bureaucracy ) , diplomatic missions , and media outlets .",O O O O O O O O O O O O O O O O O O O O O O B-geo O O O O O O O O O O O B-org I-org O O O O O O O O O O O O
10502,"In Baghdad today , the Iraqi Defense Ministry said 157 insurgents have been killed since Sunday .",O B-geo B-tim O O B-gpe B-org I-org O O O O O O B-tim I-tim O
10503,"The pipeline is run by Petrodar , a conglomerate owned mainly by China 's National Petroleum Corporation and Malaysia 's Petronas .",O O O O O B-tim O O O O O O B-geo O B-geo I-geo I-geo O B-geo O B-geo O
10504,One of the two main rebel groups in Sudan 's Darfur region has demanded a United Nations force to replace African Union troops in the troubled region .,O O O O O O O O B-geo O B-geo O O O O B-org I-org O O O B-geo I-geo O O O O O O
10505,Sugar production has lost out to dairy production and other livestock products as the main source of income in the agricultural sector .,O O O O O O O O O O O O O O O O O O O O O O O
10506,"BBC journalist Alan Johnston , released Wednesday by Palestinian kidnappers in the Gaza Strip , has received an award for human rights reporting from Amnesty International .",B-org O B-per I-per O O B-tim O B-gpe O O O B-geo I-geo O O O O O O O O O O B-org I-org O
10507,Somali gunmen have seized three foreign aid workers in northern Kenya .,B-gpe O O O O O O O O O B-geo O
10508,"Professor Comerio talks about the scope of re-building , the long-range outlook for recovery and how Haiti 's devastation compares with other similar earthquake disasters .",B-per I-per O O O O O O O O O O O O O O B-geo O O O O O O O O O
10509,It is a drastic downward revision likely to lead to spending cuts .,O O O O O O O O O O O O O
10510,"Israeli authorities have recently signaled that exports from the territory might be possible in the future , but currently regular exports from Gaza are not permitted .",B-gpe O O O O O O O O O O O O O O O O O O O O O B-geo O O O O
10511,Some countries begin observances Monday .,O O O O B-tim O
10512,The storm is lashing a part of the U.S. Gulf coast responsible for about one quarter of U.S. crude oil production .,O O O O O O O O B-org O O O O O B-tim I-tim O B-geo O O O O
10513,Mr. Viera took power in a 1980 coup and ruled 19 years until he was ousted during a civil war .,B-per I-per O O O O B-tim O O O B-tim O O O O O O O O O O
10514,"After weeks of feuding , Arias ' main rival - Otton Solis of the Citizens ' Action Party - conceded defeat on Friday .",O O O O O B-org O O O O B-per I-per O O B-org I-org I-org I-org I-org O O O B-tim O
10515,But Japanese Prime Minister Junichiro Koizumi says he visits the shrine to pray for peace .,O B-gpe B-per O B-per I-per O O O O O O O O O O
10516,"Upon Liechtenstein 's conclusion of 12 bilateral information-sharing agreements , the OECD in October 2009 removed the principality from its "" grey list "" of countries that had yet to implement the organization 's Model Tax Convention .",O B-gpe O O O O O O O O O B-org O B-tim I-tim O O O O O O O O O O O O O O O O O O O B-org I-org I-org O
10517,"The department 's annual human rights report says there has been a trend towards increased harassment , detention and imprisonment of those perceived as a threat to authority in China .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-geo O
10518,The rebel Lord 's Resistance Army has killed at least eight people in a new series of attacks in southern Sudan .,O O B-org I-org I-org I-org O O O O O O O O O O O O O B-geo I-geo O
10519,Kabul has ruled out a prisoner swap .,B-org O O O O O O O
10520,"About 50,000 birds were slaughtered earlier this month after an outbreak in Murshidabad district .",O O O O O O O O O O O O B-geo O O
10521,The explosion occurred Thursday near the town of Jaunpur in Uttar Pradesh state .,O O O B-tim O O O O B-geo O B-geo I-geo O O
10522,The Sri Lankan government has named Health Minister Nimal Siripala de Silva to head its delegation in the two days of talks set to begin February 22 .,O B-per I-per O O O O O B-per I-per I-per I-per O O O O O O B-tim O O O O O O B-tim I-tim O
10523,"A State Treaty signed in 1955 ended the occupation , recognized Austria 's independence , and forbade unification with Germany .",O B-org I-org O O B-tim O O O O O B-per O O O O O O O B-geo O
10524,China and Russia are discussing plans to set up a hotline so Chinese officials can inform Moscow about a toxic chemical spill that is flowing toward Russian territory .,B-geo O B-geo O O O O O O O O O B-gpe O O O B-geo O O O O O O O O O B-gpe O O
10525,"India also agreed to help Burma in a host of projects such as building roads , developing waterways , and a port .",B-geo O O O O B-geo O O O O O O O O O O O O O O O O O
10526,Those talks are in their seventh round .,O O O O O O O O
10527,"Separately , the presidents were expected to discuss Venezuela 's pending membership in the South American trade bloc , Mercosur , which groups Argentina , Brazil , Paraguay and Uruguay .",O O O O O O O O B-geo O O O O O O B-gpe O O O B-org O O O B-geo O B-geo O B-geo O B-geo O
10528,"Roddick , the second seed , defeated fourth-seeded Radek Stepanek of the Czech Republic in three sets 06-Mar , 02-Jun , 06-Feb .",B-per O O O O O O O B-per I-per O O B-gpe B-geo O O O O O O O O O
10529,"In both the books and films , fictional spy James Bond is portrayed as a gourmet who savors fine food , wine , and , of course , his signature "" shaken , not stirred "" martinis .",O O O O O O O O O B-per I-per O O O O O O O O O O O O O O O O O O O O O O O O O O O
10530,"In May , Israeli security forces killed two Palestinian gunmen who opened fire in an Arab neighborhood of East Jerusalem .",O B-tim O B-gpe O O O O B-gpe O O O O O O B-gpe O O B-geo I-geo O
10531,Officials say the victim was a resident of western Jakarta who had a history of contact with sick poultry .,O O O O O O O O O B-geo O O O O O O O O O O
10532,"The Italian government has struggled to limit government spending , but Italy 's exceedingly high public debt remains above 115 % of GDP , and its fiscal deficit - just 1.5 % of GDP in 2007 - exceeded 5 % in 2009 and 4 % in 2010 , as the costs of servicing the country 's debt rose .",O B-gpe O O O O O O O O O B-geo O O O O O O O B-tim O O O O O O O O O O O O O O O B-tim I-tim O O O O B-tim O O O O B-tim O O O O O O O O O O O O
10533,But last month members of OPEC decided to delay possible supply cuts despite the steep drop in crude oil prices .,O O O O O B-org O O O O O O O O O O O O O O O
10534,Pakistan 's military says it has successfully test-fired a short-range nuclear-capable missile .,B-geo O O O O O O O O O O O O
10535,"On Monday , two astronauts installed a European science laboratory with help from crewmates inside the space station .",O B-tim O O O O O O O O O O O O O O O O O
10536,"Monday , officials reported that a 32-year-old woman from an area just west of Jakarta died of bird flu last week , at her home in the city of Tangerang .",B-tim O O O O O O O O O O O O O B-geo O O O O O O O O O O O O O O B-geo O
10537,"Four decades ago , GDP per capita was comparable with levels in the poorer countries of Africa and Asia .",O O O O O O O O O O O O O O O O B-geo O B-geo O
10538,U.S. Embassy spokeswoman Sharon Hudson-Dean said the embassy in Pretoria and other facilities were open for business Friday .,B-org I-org O B-per I-per O O O O B-geo O O O O O O O B-tim O
10539,The State Department says this is the earliest in any administration that both the president and secretary of state have traveled to Africa .,O B-org I-org O O O O O O O O O O O O O O O O O O O B-geo O
10540,A close aide says Iran 's moderate former President Mohammad Khatami may soon withdraw from the June presidential election .,O O O O B-geo O O O B-per I-per I-per O O O O O B-tim O O O
10541,Li also said it was not a blacklist and stressed that coverage at the Games would be open and transparent .,B-per O O O O O O O O O O O O O O O O O O O O
